weather_id,date,district,temperature_c,humidity_percent,rainfall_mm
W0492,2025-07-06,Pune,24.3,75.0,0.0
W0493,2025-07-07,Aurangabad,28.9,70.0,0.0
W0494,2025-07-08,Aurangabad,28.9,76.0,0.0
W0495,2025-07-08,Beed,26.5,66.0,24.8
W0496,2025-07-08,Kolhapur,27.4,86.0,68.0
W0497,2025-07-08,Nanded,30.5,67.0,0.0
W0498,2025-07-08,Solapur,29.4,66.0,25.1
W0499,2025-07-09,Beed,29.1,61.0,0.0
W0500,2025-07-09,Latur,29.4,80.0,0.0
W0501,2025-07-09,Satara,23.6,80.0,55.5
W0502,2025-07-10,Kolhapur,23.0,83.0,19.6
W0503,2025-07-11,Pune,24.0,86.0,24.1
W0504,2025-07-12,Sangli,25.7,72.0,19.3
W0505,2025-07-12,Satara,25.6,81.0,93.6
W0506,2025-07-13,Ahmednagar,28.3,74.0,24.0
W0507,2025-07-15,Jalgaon,26.8,67.0,0.0
W0508,2025-07-16,Latur,28.1,75.0,0.0
W0509,2025-07-17,Beed,26.5,67.0,5.1
W0510,2025-07-18,Latur,29.2,73.0,14.3
W0511,2025-07-19,Kolhapur,26.1,95.0,72.8
W0512,2025-07-20,Ahmednagar,29.0,75.0,9.9
W0513,2025-07-20,Beed,26.6,74.0,32.5
W0514,2025-07-21,Aurangabad,25.5,75.0,0.0
W0515,2025-07-22,Pune,27.1,73.0,27.3
W0516,2025-07-23,Beed,25.5,61.0,8.8
W0517,2025-07-27,Sangli,25.7,74.0,0.0
W0518,2025-07-29,Latur,26.2,71.0,0.0
W0519,2025-08-01,Aurangabad,28.3,77.0,0.0
W0520,2025-08-02,Aurangabad,24.7,72.0,34.0
W0521,2025-08-02,Beed,27.9,76.0,0.0
W0522,2025-08-02,Jalgaon,29.9,65.0,0.0
W0523,2025-08-02,Sangli,24.2,77.0,0.0
W0524,2025-08-04,Nanded,26.5,70.0,26.6
W0525,2025-08-05,Ahmednagar,29.0,66.0,32.3
W0526,2025-08-07,Kolhapur,23.8,87.0,107.1
W0527,2025-08-07,Solapur,25.9,61.0,0.0
W0528,2025-08-08,Aurangabad,28.5,70.0,0.0
W0529,2025-08-08,Beed,27.3,64.0,0.0
W0530,2025-08-08,Kolhapur,27.5,84.0,19.8
W0531,2025-08-08,Nashik,26.4,84.0,0.0
W0532,2025-08-08,Solapur,28.6,74.0,25.1
W0533,2025-08-11,Solapur,29.3,62.0,18.0
W0534,2025-08-16,Satara,22.3,79.0,0.0
W0535,2025-08-17,Kolhapur,24.2,87.0,113.6
W0536,2025-08-17,Nanded,26.6,75.0,0.0
W0537,2025-08-19,Latur,25.4,78.0,0.0
W0538,2025-08-19,Nashik,24.6,78.0,0.0
W0539,2025-08-20,Pune,25.3,77.0,64.7
W0540,2025-08-20,Sangli,28.4,69.0,23.9
W0541,2025-08-21,Ahmednagar,27.3,78.0,0.0
W0542,2025-08-21,Beed,26.0,62.0,13.1
W0543,2025-08-22,Kolhapur,24.4,93.0,42.2
W0544,2025-08-24,Nanded,27.9,68.0,9.9
W0545,2025-08-26,Nanded,26.5,71.0,50.8
W0546,2025-08-26,Nashik,26.3,80.0,51.6
W0547,2025-08-26,Solapur,30.2,73.0,0.0
W0548,2025-08-27,Pune,27.6,83.0,38.1
W0549,2025-08-28,Sangli,28.3,76.0,0.0
W0550,2025-08-30,Nanded,27.5,76.0,0.0
W0551,2025-09-02,Jalgaon,29.7,81.0,42.3
W0552,2025-09-02,Satara,21.9,84.0,62.9
W0553,2025-09-04,Aurangabad,25.5,78.0,0.0
W0554,2025-09-05,Latur,27.0,75.0,29.6
W0555,2025-09-08,Ahmednagar,27.6,66.0,25.5
W0556,2025-09-09,Kolhapur,26.1,87.0,39.5
W0557,2025-09-11,Nanded,28.1,71.0,19.5
W0558,2025-09-11,Pune,26.6,76.0,0.0
W0559,2025-09-12,Ahmednagar,27.8,70.0,36.0
W0560,2025-09-12,Nanded,27.7,76.0,0.0
W0561,2025-09-13,Beed,25.5,71.0,0.0
W0562,2025-09-13,Nanded,29.1,82.0,37.1
W0563,2025-09-14,Kolhapur,26.3,88.0,9.6
W0564,2025-09-14,Pune,26.2,75.0,15.8
W0565,2025-09-16,Ahmednagar,29.1,68.0,0.0
W0566,2025-09-16,Nanded,28.7,76.0,0.0
W0567,2025-09-19,Latur,25.7,66.0,0.0
W0568,2025-09-19,Nanded,26.5,77.0,4.9
W0569,2025-09-20,Solapur,26.3,65.0,0.0
W0570,2025-09-22,Nashik,23.7,74.0,0.0
W0571,2025-09-24,Beed,25.8,69.0,31.8
W0572,2025-09-24,Pune,24.5,76.0,12.5
W0573,2025-09-24,Satara,25.1,80.0,58.5
W0574,2025-09-26,Jalgaon,29.1,77.0,40.5
W0575,2025-09-26,Solapur,27.5,69.0,9.6
W0576,2025-09-27,Pune,25.0,80.0,0.0
W0577,2025-09-30,Pune,27.9,81.0,13.0
W0578,2025-09-30,Solapur,29.5,69.0,0.0
W0579,2025-10-01,Sangli,23.0,47.0,0.0
W0580,2025-10-04,Aurangabad,26.5,42.0,0.0
W0581,2025-10-04,Jalgaon,25.8,44.0,0.0
W0582,2025-10-05,Nanded,27.6,55.0,0.0
W0583,2025-10-06,Latur,24.0,52.0,0.0
W0584,2025-10-07,Ahmednagar,23.9,45.0,0.0
W0585,2025-10-08,Nanded,24.6,48.0,0.0
W0586,2025-10-09,Satara,24.0,69.0,30.7
W0587,2025-10-13,Ahmednagar,26.8,51.0,2.2
W0588,2025-10-13,Nashik,25.5,60.0,0.0
W0589,2025-10-15,Aurangabad,25.0,52.0,0.0
W0590,2025-10-15,Nanded,29.4,51.0,0.0
W0591,2025-10-15,Satara,24.1,63.0,0.0
W0592,2025-10-16,Satara,24.0,69.0,0.0
W0593,2025-10-20,Nanded,25.5,53.0,0.0
W0594,2025-10-21,Kolhapur,23.5,69.0,0.0
W0595,2025-10-21,Latur,27.8,44.0,0.0
W0596,2025-10-22,Nashik,24.6,52.0,0.0
W0597,2025-10-23,Ahmednagar,26.5,39.0,0.0
W0598,2025-10-24,Solapur,26.1,48.0,0.0
W0599,2025-10-26,Sangli,23.9,55.0,0.0
W0600,2025-10-27,Kolhapur,22.6,60.0,0.0
W0601,2025-10-27,Nashik,24.4,58.0,0.0
W0602,2025-10-28,Beed,26.3,44.0,0.0
W0603,2025-10-28,Latur,25.4,47.0,0.0
W0604,2025-11-01,Nanded,24.6,46.0,40.5
W0605,2025-11-02,Nanded,28.5,48.0,0.0
W0606,2025-11-02,Nashik,24.3,62.0,0.0
W0607,2025-11-03,Nashik,23.0,64.0,0.0
W0608,2025-11-04,Satara,25.1,67.0,0.0
W0609,2025-11-07,Ahmednagar,26.1,49.0,0.0
W0610,2025-11-08,Beed,28.7,42.0,0.0
W0611,2025-11-08,Nanded,25.4,44.0,0.0
W0612,2025-11-09,Beed,25.0,51.0,0.0
W0613,2025-11-10,Aurangabad,26.9,51.0,0.0
W0614,2025-11-10,Beed,27.3,43.0,0.0
W0615,2025-11-11,Beed,28.0,50.0,0.0
W0616,2025-11-12,Kolhapur,24.9,72.0,0.0
W0617,2025-11-12,Sangli,27.1,51.0,0.0
W0618,2025-11-14,Jalgaon,28.5,52.0,0.0
W0619,2025-11-14,Kolhapur,22.6,60.0,0.0
W0620,2025-11-17,Latur,24.2,50.0,0.0
W0621,2025-11-18,Nanded,26.6,54.0,0.0
W0622,2025-11-19,Beed,24.5,45.0,0.0
W0623,2025-11-19,Nashik,24.4,62.0,0.0
W0624,2025-11-19,Sangli,26.1,56.0,0.0
W0625,2025-11-21,Beed,25.8,48.0,0.0
W0626,2025-11-21,Nanded,27.0,49.0,0.0
W0627,2025-11-22,Ahmednagar,28.2,54.0,0.0
W0628,2025-11-23,Kolhapur,21.9,66.0,0.0
W0629,2025-11-24,Satara,21.8,70.0,0.0
W0630,2025-11-24,Solapur,25.8,45.0,0.0
W0631,2025-11-25,Aurangabad,25.2,53.0,0.0
W0632,2025-11-25,Sangli,26.2,53.0,0.0
W0633,2025-11-29,Jalgaon,29.9,43.0,0.0
W0634,2025-12-03,Solapur,23.5,28.0,0.0
W0635,2025-12-04,Aurangabad,20.8,33.0,0.0
W0636,2025-12-05,Solapur,26.2,39.0,0.0
W0637,2025-12-06,Ahmednagar,22.7,45.0,0.0
W0638,2025-12-07,Ahmednagar,21.1,32.0,0.0
W0639,2025-12-07,Kolhapur,18.9,61.0,0.0
W0640,2025-12-09,Nashik,22.0,47.0,1.0
W0641,2025-12-10,Beed,21.7,41.0,0.0
W0642,2025-12-10,Pune,23.3,52.0,0.0
W0643,2025-12-11,Jalgaon,24.4,40.0,0.0
W0644,2025-12-13,Latur,21.8,42.0,0.0
W0645,2025-12-13,Satara,18.3,47.0,0.0
W0646,2025-12-15,Kolhapur,21.0,61.0,0.0
W0647,2025-12-16,Beed,23.7,38.0,0.0
W0648,2025-12-16,Latur,22.4,45.0,0.0
W0649,2025-12-16,Nanded,21.9,40.0,0.0
W0650,2025-12-17,Ahmednagar,22.4,39.0,0.0
W0651,2025-12-18,Aurangabad,23.6,38.0,0.0
W0652,2025-12-20,Nanded,23.9,38.0,0.0
W0653,2025-12-21,Kolhapur,23.1,56.0,0.0
W0654,2025-12-21,Nashik,21.2,52.0,0.0
W0655,2025-12-22,Latur,23.2,36.0,0.0
W0656,2025-12-22,Nashik,19.5,42.0,0.0
W0657,2025-12-22,Pune,19.8,38.0,0.0
W0658,2025-12-23,Nanded,24.7,38.0,0.0
W0659,2025-12-24,Ahmednagar,24.9,42.0,0.0
W0660,2025-12-25,Kolhapur,19.3,57.0,0.0
W0661,2025-12-26,Aurangabad,20.6,33.0,0.0
W0662,2025-12-27,Nanded,24.1,44.0,0.0
W0663,2025-12-28,Pune,19.8,48.0,0.0
W0664,2025-12-28,Solapur,21.9,31.0,0.0
W0665,2025-12-29,Satara,17.6,49.0,0.0
W0666,2025-12-30,Beed,21.7,32.0,0.0
W0667,2025-12-31,Solapur,21.9,34.0,0.0
W0668,2026-01-02,Ahmednagar,24.0,37.0,0.0
W0669,2026-01-02,Solapur,24.0,34.0,0.0
W0670,2026-01-03,Satara,21.5,57.0,0.0
W0671,2026-01-05,Ahmednagar,21.3,36.0,0.0
W0672,2026-01-05,Aurangabad,23.6,35.0,0.0
W0673,2026-01-06,Solapur,26.1,41.0,0.0
W0674,2026-01-08,Satara,17.7,47.0,0.0
W0675,2026-01-09,Ahmednagar,20.9,30.0,0.0
W0676,2026-01-09,Kolhapur,22.0,59.0,0.0
W0677,2026-01-11,Latur,21.3,40.0,0.0
W0678,2026-01-12,Jalgaon,23.8,47.0,0.0
W0679,2026-01-12,Nashik,23.1,43.0,0.0
W0680,2026-01-13,Nanded,24.1,45.0,0.0
W0681,2026-01-15,Kolhapur,19.4,50.0,0.0
W0682,2026-01-17,Satara,19.3,49.0,0.0
W0683,2026-01-19,Aurangabad,23.6,38.0,0.0
W0684,2026-01-21,Beed,26.1,39.0,0.0
W0685,2026-01-21,Nashik,18.6,45.0,0.0
W0686,2026-01-22,Nanded,25.9,37.0,0.0
W0687,2026-01-23,Pune,19.6,45.0,9.3
W0688,2026-01-23,Satara,20.1,51.0,0.0
W0689,2026-01-24,Jalgaon,25.2,33.0,0.0
W0690,2026-01-24,Nashik,18.5,52.0,0.0
W0691,2026-01-25,Nashik,20.9,44.0,0.0
W0692,2026-01-25,Satara,21.3,51.0,0.0
W0693,2026-01-28,Jalgaon,23.5,45.0,0.0
W0694,2026-01-29,Nanded,23.7,38.0,0.0
W0695,2026-01-30,Beed,23.0,36.0,0.0
W0696,2026-01-30,Sangli,22.4,46.0,0.0
W0697,2026-01-31,Ahmednagar,24.5,32.0,0.0
W0698,2026-01-31,Jalgaon,25.6,40.0,0.0
W0699,2026-01-31,Pune,22.7,48.0,0.0
W0700,2026-02-01,Aurangabad,21.4,35.0,0.0
W0701,2026-02-04,Aurangabad,22.3,44.0,0.0
W0702,2026-02-06,Nanded,23.9,45.0,0.0
W0703,2026-02-06,Pune,20.3,38.0,0.0
W0704,2026-02-06,Solapur,21.8,29.0,0.0
W0705,2026-02-08,Beed,22.9,30.0,0.0
W0706,2026-02-08,Satara,18.2,59.0,0.0
W0707,2026-02-09,Sangli,23.5,39.0,0.0
W0708,2026-02-10,Solapur,26.5,38.0,0.0
W0709,2026-02-12,Aurangabad,23.7,41.0,0.0
W0710,2026-02-13,Kolhapur,19.5,56.0,0.0
W0711,2026-02-14,Sangli,23.0,35.0,0.0
W0712,2026-02-15,Nanded,26.3,36.0,0.0
W0713,2026-02-17,Jalgaon,25.7,39.0,0.0
W0714,2026-02-17,Latur,22.1,48.0,0.0
W0715,2026-02-17,Nanded,23.3,45.0,0.0
W0716,2026-02-17,Sangli,22.6,35.0,0.0
W0717,2026-02-18,Aurangabad,23.9,44.0,0.0
W0718,2026-02-18,Jalgaon,27.1,33.0,0.0
W0719,2026-02-20,Latur,22.4,33.0,0.0
W0720,2026-02-20,Satara,22.3,55.0,0.0
W0721,2026-02-23,Aurangabad,21.2,41.0,0.0
W0722,2026-02-23,Beed,25.3,41.0,0.0
W0723,2026-02-23,Jalgaon,24.2,43.0,0.0
W0724,2026-02-24,Ahmednagar,23.7,37.0,0.0
W0725,2026-02-24,Aurangabad,24.2,33.0,0.0
W0726,2026-02-27,Aurangabad,20.8,44.0,0.0
W0727,2026-02-28,Nanded,22.1,41.0,0.0
W0728,2026-03-02,Pune,28.8,35.0,0.0
W0729,2026-03-03,Kolhapur,30.5,36.0,0.0
W0730,2026-03-04,Aurangabad,30.6,23.0,0.0
W0731,2026-03-04,Jalgaon,32.1,28.0,0.0
W0732,2026-03-04,Kolhapur,28.3,47.0,0.0
W0733,2026-03-06,Kolhapur,29.2,47.0,0.0
W0734,2026-03-08,Latur,29.3,30.0,0.0
W0735,2026-03-09,Jalgaon,31.6,21.0,0.0
W0736,2026-03-10,Satara,30.4,31.0,0.0
W0737,2026-03-10,Solapur,30.4,28.0,0.0
W0738,2026-03-12,Sangli,29.7,27.0,0.0
W0739,2026-03-13,Ahmednagar,28.6,28.0,0.0
W0740,2026-03-19,Jalgaon,35.2,20.0,0.0
W0741,2026-03-19,Latur,32.3,22.0,0.0
W0742,2026-03-20,Nashik,26.6,33.0,0.0
W0743,2026-03-21,Beed,32.3,26.0,0.0
W0744,2026-03-21,Kolhapur,29.4,45.0,0.0
W0745,2026-03-22,Ahmednagar,28.8,23.0,0.0
W0746,2026-03-22,Nashik,28.4,37.0,0.0
W0747,2026-03-23,Jalgaon,31.8,28.0,0.0
W0748,2026-03-23,Nanded,29.8,19.0,11.7
W0749,2026-03-24,Ahmednagar,29.3,17.0,0.0
W0750,2026-03-26,Aurangabad,31.5,23.0,0.0
W0751,2026-03-26,Jalgaon,34.4,25.0,0.0
W0752,2026-03-26,Latur,32.9,19.0,0.0
W0753,2026-03-27,Sangli,29.2,31.0,0.0
W0754,2026-03-27,Solapur,33.5,20.0,0.0
W0755,2026-03-28,Latur,29.0,21.0,3.4
W0756,2026-03-29,Jalgaon,33.0,31.0,0.0
W0757,2026-03-29,Pune,28.3,24.0,0.0
W0758,2026-04-01,Jalgaon,38.5,25.0,0.0
W0759,2026-04-02,Beed,35.3,28.0,0.0
W0760,2026-04-02,Nanded,36.3,22.0,0.0
W0761,2026-04-03,Jalgaon,34.8,29.0,0.0
W0762,2026-04-08,Kolhapur,31.4,37.0,0.0
W0763,2026-04-08,Nanded,38.0,24.0,0.0
W0764,2026-04-09,Nashik,31.1,26.0,0.0
W0765,2026-04-13,Pune,34.6,23.0,0.0
W0766,2026-04-14,Ahmednagar,33.6,24.0,0.0
W0767,2026-04-17,Solapur,37.0,22.0,0.0
W0768,2026-04-19,Beed,38.0,26.0,0.0
W0769,2026-04-20,Nanded,38.1,27.0,0.0
W0770,2026-04-20,Solapur,34.8,21.0,0.0
W0771,2026-04-21,Nanded,34.5,20.0,0.0
W0772,2026-04-22,Jalgaon,35.7,32.0,0.0
W0773,2026-04-23,Beed,33.7,25.0,7.1
W0774,2026-04-25,Beed,37.7,27.0,0.0
W0775,2026-04-28,Ahmednagar,34.8,16.0,0.0
W0776,2026-04-28,Satara,30.4,41.0,0.0
W0777,2026-04-28,Solapur,36.9,15,0.0
W0778,2026-04-29,Sangli,31.8,26.0,10.3
W0779,2026-04-30,Satara,33.1,37.0,0.0
W0780,2026-05-01,Kolhapur,35.4,48.0,0.0
W0781,2026-05-03,Latur,40.4,32.0,0.0
W0782,2026-05-05,Aurangabad,39.5,31.0,0.0
W0783,2026-05-05,Nashik,33.7,32.0,0.0
W0784,2026-05-05,Satara,33.9,41.0,0.0
W0785,2026-05-06,Beed,38.3,28.0,0.0
W0786,2026-05-07,Jalgaon,40.9,21.0,0.0
W0787,2026-05-10,Aurangabad,35.6,27.0,0.0
W0788,2026-05-12,Pune,35.8,28.0,0.0
W0789,2026-05-14,Sangli,37.1,22.0,0.0
W0790,2026-05-14,Solapur,39.5,17.0,0.0
W0791,2026-05-15,Latur,38.1,22.0,0.0
W0792,2026-05-16,Ahmednagar,39.5,27.0,0.0
W0793,2026-05-17,Sangli,36.4,26.0,0.0
W0794,2026-05-21,Kolhapur,37.9,37.0,0.0
W0795,2026-05-23,Aurangabad,39.7,25.0,0.0
W0796,2026-05-23,Jalgaon,38.7,32.0,0.0
W0797,2026-05-24,Pune,36.8,26.0,0.0
W0798,2026-05-26,Pune,34.8,35.0,0.0
W0799,2026-05-26,Solapur,40.6,25.0,0.0
W0800,2026-05-29,Latur,40.4,30.0,0.0
W0801,2026-06-01,Sangli,25.1,72.0,0.0
W0802,2026-06-02,Ahmednagar,27.8,75.0,37.0
W0803,2026-06-04,Jalgaon,30.0,78.0,0.0
W0804,2026-06-04,Pune,26.1,71.0,27.4
W0805,2026-06-04,Satara,25.3,78.0,56.1
W0806,2026-06-05,Sangli,27.9,74.0,0.0
W0807,2026-06-06,Jalgaon,30.3,68.0,0.0
W0808,2026-06-06,Sangli,26.5,81.0,0.0
W0809,2026-06-07,Latur,29.1,69.0,0.0
W0810,2026-06-07,Satara,26.1,79.0,35.7
W0811,2026-06-09,Aurangabad,26.7,67.0,0.0
W0812,2026-06-09,Beed,26.2,61.0,28.7
W0813,2026-06-09,Jalgaon,28.4,70.0,0.0
W0814,2026-06-09,Nashik,23.4,87.0,16.1
W0815,2026-06-11,Satara,23.6,93.0,93.6
W0816,2026-06-15,Kolhapur,25.3,95.0,11.1
W0817,2026-06-16,Ahmednagar,24.5,74.0,0.0
W0818,2026-06-16,Kolhapur,26.0,93.0,101.1
W0819,2026-06-18,Pune,27.5,82.0,54.7
W0820,2026-06-19,Beed,27.5,75.0,0.0
W0821,2026-06-19,Satara,25.5,88.0,77.6
W0822,2026-06-20,Latur,25.0,76.0,0.0
W0823,2026-06-20,Nanded,26.0,70.0,37.8
W0824,2026-06-21,Jalgaon,27.0,72.0,0.0
W0825,2026-06-22,Kolhapur,26.1,95.0,84.1
W0826,2026-06-23,Nashik,26.5,87.0,0.0
W0827,2026-06-24,Aurangabad,24.7,74.0,0.0
W0828,2026-06-25,Pune,25.9,78.0,0.0
W0829,2026-06-26,Satara,26.5,80.0,50.2
W0830,2026-06-27,Nanded,30.3,81.0,43.0
W0831,2026-06-27,Nashik,24.9,81.0,32.2
W0832,2026-06-27,Sangli,24.4,81.0,32.8
W0833,2026-06-28,Solapur,30.1,66.0,13.4
W0834,2026-06-29,Aurangabad,29.1,66.0,0.0
W0835,2026-06-29,Satara,25.5,85.0,100.6
W0836,2026-06-30,Beed,29.2,73.0,0.0
W0837,2026-06-30,Latur,25.2,73.0,35.7
W0838,2026-06-30,Solapur,26.4,68.0,0.0
W0839,2026-07-01,Sangli,28.4,78.0,15.0
W0840,2026-07-03,Beed,25.6,62.0,0.0
W0841,2026-07-04,Pune,27.4,71.0,19.7
W0842,2026-07-06,Ahmednagar,24.9,72.0,18.1
W0843,2026-07-06,Pune,26.0,85.0,0.0
W0844,2026-07-07,Sangli,27.8,71.0,40.4
W0845,2026-07-08,Sangli,25.8,75.0,20.8
W0846,2026-07-09,Nanded,30.4,73.0,0.0
W0847,2026-07-09,Pune,24.7,70.0,8.0
W0848,2026-07-09,Satara,23.5,87.0,29.6
W0849,2026-07-10,Pune,26.6,82.0,0.0
W0850,2026-07-11,Latur,24.6,68.0,0.0
W0851,2026-07-11,Nashik,23.7,78.0,0.0
W0852,2026-07-13,Kolhapur,24.6,83.0,86.1
W0853,2026-07-13,Nanded,29.3,80.0,38.3
W0854,2026-07-14,Ahmednagar,26.6,77.0,9.6
W0855,2026-07-14,Kolhapur,26.6,82.0,7.4
W0856,2026-07-14,Solapur,30.1,62.0,0.0
W0857,2026-07-17,Ahmednagar,26.8,67.0,3.7
W0858,2026-07-17,Sangli,26.9,80.0,0.0
W0859,2026-07-17,Solapur,29.4,69.0,0.0
W0860,2026-07-20,Ahmednagar,25.1,71.0,0.0
W0861,2026-07-20,Nashik,26.7,84.0,0.0
W0862,2026-07-21,Solapur,30.3,75.0,0.0
W0863,2026-07-22,Ahmednagar,29.1,78.0,2.3
W0864,2026-07-23,Satara,21.6,79.0,41.9
W0865,2026-07-24,Latur,26.0,69.0,0.0
W0866,2026-07-24,Nashik,26.1,81.0,18.3
W0867,2026-07-24,Satara,22.2,90.0,85.5
W0868,2026-07-25,Aurangabad,26.2,64.0,39.1
W0869,2026-07-25,Latur,26.6,67.0,22.8
W0870,2026-07-25,Solapur,29.2,68.0,0.0
W0871,2026-07-26,Nashik,23.5,76.0,0.0
W0872,2026-07-27,Beed,25.6,74.0,31.4
W0873,2026-07-27,Satara,24.5,82.0,30.3
W0874,2026-07-28,Ahmednagar,29.1,72.0,0.0
W0875,2026-07-28,Satara,26.2,86.0,95.2
W0876,2026-07-29,Ahmednagar,28.7,67.0,0.0
W0877,2026-07-29,Kolhapur,26.9,89.0,24.0
W0878,2026-07-31,Latur,25.2,71.0,0.0
W0879,2026-07-31,Solapur,25.8,62.0,0.0
W0880,2026-08-01,Ahmednagar,25.3,73.0,0.0
W0881,2026-08-01,Pune,26.6,74.0,26.2
W0882,2026-08-03,Kolhapur,24.9,95.0,4.2
W0883,2026-08-04,Latur,27.6,76.0,0.0
W0884,2026-08-05,Beed,29.6,61.0,0.0
W0885,2026-08-05,Latur,28.2,65.0,0.0
W0886,2026-08-07,Beed,25.9,74.0,4.5
W0887,2026-08-07,Jalgaon,30.4,81.0,42.7
W0888,2026-08-08,Jalgaon,28.8,76.0,0.0
W0889,2026-08-09,Nashik,26.4,84.0,0.0
W0890,2026-08-10,Latur,26.1,78.0,31.7
W0891,2026-08-11,Latur,28.6,67.0,0.0
W0892,2026-08-12,Aurangabad,29.0,72.0,0.0
W0893,2026-08-12,Latur,26.8,71.0,23.8
W0894,2026-08-14,Kolhapur,26.0,89.0,22.6
W0895,2026-08-15,Kolhapur,26.0,83.0,62.0
W0896,2026-08-15,Pune,27.9,70.0,0.0
W0897,2026-08-16,Nanded,25.7,76.0,46.8
W0898,2026-08-19,Jalgaon,28.1,78.0,0.0
W0899,2026-08-19,Kolhapur,22.9,87.0,37.9
W0900,2026-08-24,Nashik,26.1,80.0,25.8
W0901,2026-08-25,Latur,26.5,71.0,0.0
W0902,2026-08-26,Kolhapur,26.5,86.0,101.8
W0903,2026-08-28,Beed,28.0,73.0,0.0
W0904,2026-08-29,Kolhapur,23.5,92.0,13.0
W0905,2026-08-29,Solapur,27.8,63.0,0.0
W0906,2026-08-30,Sangli,28.1,68.0,9.3
W0907,2026-08-31,Aurangabad,24.9,75.0,0.0
W0908,2026-08-31,Latur,27.0,67.0,26.0
W0909,2026-09-01,Solapur,30.2,73.0,0.0
W0910,2026-09-03,Pune,25.0,79.0,50.4
W0911,2026-09-05,Latur,25.2,72.0,9.0
W0912,2026-09-06,Jalgaon,31.1,75.0,42.9
W0913,2026-09-06,Sangli,27.6,83.0,13.6
W0914,2026-09-07,Beed,25.9,69.0,0.0
W0915,2026-09-07,Solapur,28.1,74.0,11.0
W0916,2026-09-08,Jalgaon,30.3,79.0,0.0
W0917,2026-09-08,Nanded,27.6,71.0,0.0
W0918,2026-09-08,Pune,23.6,73.0,0.0
W0919,2026-09-10,Jalgaon,31.4,80.0,9.4
W0920,2026-09-11,Solapur,28.8,64.0,0.0
W0921,2026-09-12,Jalgaon,28.6,74.0,12.7
W0922,2026-09-12,Solapur,27.8,74.0,0.0
W0923,2026-09-14,Nashik,23.4,87.0,69.1
W0924,2026-09-15,Nanded,26.2,69.0,0.0
W0925,2026-09-15,Nashik,25.9,72.0,0.0
W0926,2026-09-16,Jalgaon,29.2,77.0,0.0
W0927,2026-09-17,Kolhapur,23.2,91.0,116.7
W0928,2026-09-17,Nanded,28.4,68.0,35.9
W0929,2026-09-18,Sangli,24.9,72.0,0.0
W0930,2026-09-19,Ahmednagar,28.1,69.0,0.0
W0931,2026-09-19,Aurangabad,25.7,69.0,0.0
W0932,2026-09-19,Pune,24.3,81.0,53.7
W0933,2026-09-20,Sangli,25.2,83.0,0.0
W0934,2026-09-21,Beed,28.3,75.0,31.6
W0935,2026-09-22,Aurangabad,26.2,74.0,0.0
W0936,2026-09-23,Jalgaon,31.0,80.0,0.0
W0937,2026-09-23,Pune,24.6,85.0,0.0
W0938,2026-09-23,Sangli,26.0,70.0,29.3
W0939,2026-09-24,Aurangabad,29.1,73.0,22.2
W0940,2026-09-24,Beed,26.0,64.0,0.0
W0941,2026-09-26,Beed,27.5,61.0,0.0
W0942,2026-09-26,Satara,26.0,83.0,35.9
W0943,2026-09-29,Aurangabad,27.4,74.0,0.0
W0944,2026-09-30,Beed,30.5,64.0,12.6
W0945,2026-10-01,Ahmednagar,27.8,40.0,0.0
W0946,2026-10-02,Ahmednagar,24.4,45.0,0.0
W0947,2026-10-02,Nashik,24.8,55.0,0.0
W0948,2026-10-03,Jalgaon,26.9,54.0,0.0
W0949,2026-10-03,Pune,24.9,60.0,0.0
W0950,2026-10-04,Kolhapur,21.6,69.0,0.0
W0951,2026-10-06,Nanded,26.3,52.0,0.0
W0952,2026-10-07,Jalgaon,26.5,55.0,0.0
W0953,2026-10-07,Satara,21.4,61.0,0.0
W0954,2026-10-07,Solapur,28.8,51.0,0.0
W0955,2026-10-09,Kolhapur,21.8,65.0,0.0
W0956,2026-10-10,Beed,27.6,47.0,0.0
W0957,2026-10-12,Pune,22.5,48.0,0.0
W0958,2026-10-12,Satara,24.2,68.0,0.0
W0959,2026-10-13,Kolhapur,25.4,73.0,0.0
W0960,2026-10-15,Pune,26.0,57.0,0.0
W0961,2026-10-16,Aurangabad,24.7,43.0,0.0
W0962,2026-10-16,Solapur,29.0,42.0,0.0
W0963,2026-10-17,Kolhapur,23.8,60.0,0.0
W0964,2026-10-19,Latur,23.9,57.0,0.0
W0965,2026-10-19,Nashik,24.8,60.0,0.0
W0966,2026-10-20,Aurangabad,26.7,45.0,0.0
W0967,2026-10-21,Latur,24.4,46.0,0.0
W0968,2026-10-22,Ahmednagar,25.9,44.0,0.0
W0969,2026-10-22,Nashik,25.9,52.0,0.0
W0970,2026-10-22,Sangli,25.9,45.0,0.0
W0971,2026-10-25,Beed,26.2,47.0,0.0
W0972,2026-10-26,Kolhapur,25.5,72.0,0.0
W0973,2026-10-26,Nashik,21.7,55.0,0.0
W0974,2026-10-27,Satara,21.9,60.0,0.0
W0975,2026-10-28,Ahmednagar,25.6,43.0,0.0
W0976,2026-10-30,Aurangabad,28.1,44.0,0.0
W0977,2026-11-01,Kolhapur,22.9,73.0,0.0
W0978,2026-11-02,Satara,24.5,57.0,0.0
W0979,2026-11-03,Ahmednagar,25.9,39.0,0.0
W0980,2026-11-04,Kolhapur,25.1,57.0,0.0
W0981,2026-11-04,Solapur,26.4,49.0,0.0
